"sol","yazi_boyutu"
"ZAFER MAHALLESİ","76.701"
"KOCASİNAN MERKEZ MAHALLESİ","69.725"
"SOĞANLI MAHALLESİ","61.359"
"BAHÇELİEVLER MAHALLESİ","56.928"
"SİYAVUŞPAŞA MAHALLESİ","53.704"
"ŞİRİNEVLER MAHALLESİ","51.979"
"HÜRRİYET MAHALLESİ","42.183"
"CUMHURİYET MAHALLESİ","37.961"
"YENİBOSNA MERKEZ MAHALLESİ","36.301"
"ÇOBANÇEŞME MAHALLESİ","30.107"
"FEVZİ ÇAKMAK MAHALLESİ","22.087"
