"sol","yazi_boyutu"
"BATTALGAZİ MAHALLESİ","41.182"
"ADİL MAHALLESİ","37.789"
"AHMET YESEVİ MAHALLESİ","29.924"
"MEHMET AKİF MAHALLESİ","29.092"
"MİMAR SİNAN MAHALLESİ","28.524"
"ABDURRAHMANGAZİ MAHALLESİ","27.559"
"HAMİDİYE MAHALLESİ","26.424"
"NECİP FAZIL MAHALLESİ","24.476"
"MECİDİYE MAHALLESİ","21.900"
"FATİH MAHALLESİ","21.081"
"YAVUZ SELİM MAHALLESİ","20.717"
"TURGUT REİS MAHALLESİ","19.889"
"ORHANGAZİ MAHALLESİ","18.477"
"HASANPAŞA MAHALLESİ","17.528"
"AKŞEMSETTİN MAHALLESİ","14.346"
