"sol","yazi_boyutu"
"50. YIL MAHALLESİ","68.529"
"ESENTEPE MAHALLESİ","62.645"
"CEBECİ MAHALLESİ","59.603"
"İSMETPAŞA MAHALLESİ","53.388"
"YUNUS EMRE MAHALLESİ","51.770"
"UĞUR MUMCU MAHALLESİ","41.107"
"SULTANÇİFTLİĞİ MAHALLESİ","37.094"
"GAZİ MAHALLESİ","35.135"
"75. YIL MAHALLESİ","31.720"
"ZÜBEYDE HANIM MAHALLESİ","30.922"
"ESKİ HABİPLER MAHALLESİ","14.336"
"CUMHURİYET MAHALLESİ","13.942"
"MALKOÇOĞLU MAHALLESİ","13.007"
"HABİBLER MAHALLESİ","8.163"
"YAYLA MAHALLESİ","7.945"
