"sol","yazi_boyutu"
"YEŞİLKENT MAHALLESİ","74.003"
"TAHTAKALE MAHALLESİ","68.599"
"CİHANGİR MAHALLESİ","60.632"
"MUSTAFA KEMALPAŞA MAHALLESİ","45.252"
"DENİZKÖŞKLER MAHALLESİ","39.439"
"GÜMÜŞPALA MAHALLESİ","36.857"
"AMBARLI MAHALLESİ","32.888"
"ÜNİVERSİTE MAHALLESİ","32.302"
"MERKEZ MAHALLESİ","26.592"
"FİRUZKÖY MAHALLESİ","24.099"
