"sol","yazi_boyutu"
"KAYABAŞI MAHALLESİ","118.479"
"GÜVERCİNTEPE MAHALLESİ","79.017"
"BAŞAKŞEHİR MAHALLESİ","72.735"
"BAŞAK MAHALLESİ","71.065"
"BAHÇEŞEHİR 2. KISIM MAHALLESİ","63.770"
"BAHÇEŞEHİR 1. KISIM MAHALLESİ","37.997"
"ZİYA GÖKALP MAHALLESİ","31.877"
"ŞAHİNTEPE MAHALLESİ","31.117"
"ALTINŞEHİR MAHALLESİ","29.367"
"ŞAMLAR MAHALLESİ","1.245"
