"sol","yazi_boyutu"
"GÜNEŞTEPE MAHALLESİ","45.667"
"GENÇOSMAN MAHALLESİ","39.756"
"MERKEZ MAHALLESİ","39.468"
"MAREŞAL ÇAKMAK MAHALLESİ","26.737"
"ABDURRAHMAN NAFİZ GÜRMAN MAHALLESİ","18.585"
"AKINCILAR MAHALLESİ","17.737"
"HAZNEDAR MAHALLESİ","16.757"
"TOZKOPARAN MAHALLESİ","14.632"
"GÜVEN MAHALLESİ","13.147"
"SANAYİ MAHALLESİ","11.204"
"MEHMET NESİH ÖZMEN MAHALLESİ","7.552"
